Timestep,Probs
1,"[0.20392156862745128, 0.21568627450980427, 0.1960784313725493, 0.21176470588235327, 0.17254901960784333]"
2,"[0.23994961031344517, 0.23586680002931476, 0.17148247540166234, 0.19409540871079628, 0.1586057055447811]"
3,"[0.46933566728167214, 0.38261641672964036, 0.04970766827318198, 0.06646870983630257, 0.03187153787920367]"
4,"[0.495579875555757, 0.43459018284202966, 0.04065992063981719, 0.026812070233834837, 0.0023579507285629506]"
5,"[0.5006574819063362, 0.49475316414602205, 0.0029629161595987694, 0.0015057106878988095, 0.00012072710014392871]"
6,"[0.5403908895569425, 0.45762496113511936, 0.001793942316493843, 0.00010043379661824365, 8.97731948266667e-5]"
7,"[0.24236612880398073, 0.7545574181069816, 0.0030480793562252433, 9.548771176675628e-6, 1.8824961634553936e-5]"
8,"[0.15052340786773638, 0.847178306978339, 0.00028803184146537867, 0.0014358982941015915, 0.000574355018357349]"
9,"[0.09116555876431683, 0.9083587242593334, 1.8296823181454705e-5, 9.148403063321315e-5, 0.00036593612253282354]"
10,"[0.06955189444995652, 0.9299423416551059, 1.2013393939775594e-6, 4.8053585833641264e-5, 0.00045650896970978215]"
11,"[0.24376992259316665, 0.7535795524881295, 3.469727606629804e-7, 0.0001450346139571373, 0.0025051433319867133]"
12,"[0.6499980658491368, 0.3281813751545302, 0.017272524957888797, 0.0036363210839730144, 0.0009117129544702623]"
13,"[0.9491472696480864, 0.017900845510706514, 0.03161220098135236, 0.0013309994682573583, 8.684391595491375e-6]"
