Timestep,Probs
1,"[0.22689075630252065, 0.1890756302521006, 0.21008403361344508, 0.1932773109243695, 0.18067226890756283]"
2,"[0.025580565172369667, 0.3991664225654373, 0.04699622780441069, 0.17370619376770308, 0.35455059069007905]"
3,"[0.0061959363554544376, 0.09678140695040324, 0.11408961817761339, 0.169889982900323, 0.6130430556162055]"
4,"[0.001836629581192104, 0.004773412644165913, 0.008078418550434698, 0.1130673342048572, 0.872244205019352]"
5,"[0.014610338788202365, 0.02316296149070459, 0.02672726148448106, 0.2370107497879233, 0.6984886884486877]"
6,"[0.003975705065509111, 0.006960437183958945, 0.0059636326079239455, 0.665945008868003, 0.3171552162746046]"
7,"[0.0009089152077282418, 0.005889454374922662, 0.0027188720421332554, 0.6038857637157244, 0.3865969946594941]"
8,"[0.054990135099710846, 0.05933205429273868, 0.0014471088893912758, 0.5354331869872081, 0.34879751473095216]"
9,"[0.07837606755289257, 0.03241871886252611, 0.005597681157667518, 0.5965375302908879, 0.2870700021360262]"
10,"[0.019930271846073405, 0.00724123286975956, 0.000642911243403457, 0.6672423215544762, 0.3049432624862847]"
11,"[0.009122293721842959, 0.004095016318334146, 8.856595766325533e-5, 0.4085346506269306, 0.5781594733752294]"
12,"[1.602507796194046e-14, 2.3262163420332274e-9, 0.00023820818766138877, 0.34302138587536085, 0.6567404036107469]"
13,"[7.180045746138791e-23, 8.479691476404949e-17, 7.002510381773636e-9, 0.03352979318643573, 0.9664701998110511]"
14,"[2.1370437709071838e-30, 1.2760972246284417e-24, 1.8757824877662704e-15, 0.0034723255233109086, 0.996527674476686]"
15,"[7.51460062664485e-40, 9.367634358865564e-35, 5.936322318204484e-24, 0.00024550410763757134, 0.9997544958923635]"
