Timestep,Probs
1,"[0.19123505976095612, 0.16733067729083662, 0.21513944223107562, 0.17529880478087645, 0.25099601593625487]"
2,"[0.26139938815482755, 0.2284423101148622, 0.2492100714303357, 0.1878101708757595, 0.0731380594242157]"
3,"[0.04004831807349607, 0.685650761824499, 0.07775722482022845, 0.1343881816416121, 0.06215551364016385]"
4,"[0.18691363107079992, 0.38551827208241385, 0.22195996454700054, 0.1612152809768008, 0.04439285132298499]"
5,"[0.3723017203444247, 0.11636943638378923, 0.47355480354689794, 0.018480222762994027, 0.019293816961894597]"
6,"[0.3828303130332693, 0.09355350522591079, 0.49344143681978153, 0.008352497582127617, 0.02182224733891135]"
7,"[0.5836668232315299, 0.04129829338931726, 0.32260156233156895, 0.00317964261214841, 0.0492536784354346]"
8,"[0.6747550876579669, 0.0018271824428593316, 0.3192405907610135, 9.333503896707469e-9, 0.004177129804658213]"
9,"[0.6656237949063474, 0.0001106036885817128, 0.33404433477470635, 3.589521916474678e-18, 0.00022126663036378932]"
10,"[0.127995977248456, 1.1515074096912493e-5, 0.8719637120675954, 4.6578403513816256e-31, 2.879560985025213e-5]"
11,"[0.027758328264171347, 0.0019232399072057586, 0.9678467709170869, 1.6855387607424848e-13, 0.002471660911368122]"
