Timestep,Probs
1,"[0.19047619047619024, 0.1865079365079363, 0.22222222222222188, 0.2023809523809521, 0.19841269841269815]"
2,"[0.2579116647426452, 0.19650443167554638, 0.06424235632927286, 0.19886641033919195, 0.2824751369133434]"
3,"[0.3982610688576044, 0.0695948342522393, 0.020236465915295113, 0.24188513547018012, 0.27002249550468244]"
4,"[0.4630963491086609, 0.05077689868450832, 0.014769781664118103, 0.2013386870269009, 0.27001828351581075]"
5,"[0.6520152705280455, 0.007838479869797845, 0.010572258996447842, 0.014050476883732493, 0.3155235137219772]"
6,"[0.47312508229621114, 0.007551410259807219, 0.001432875613516872, 0.022673981022533252, 0.49521665080793276]"
7,"[0.3550484899256465, 0.001118346014676694, 0.05427153004386131, 0.04252492140650261, 0.5470367126093115]"
8,"[0.23650663161038765, 0.0010891356338012476, 0.02385230302966277, 0.02276297173873347, 0.7157889579874155]"
9,"[0.03358176035619107, 0.0005914980379641171, 0.025838864675729496, 0.08579698343055439, 0.8541908934995577]"
10,"[0.018414228055175372, 3.9950386235078366e-5, 0.01905333863121421, 0.0872782027993717, 0.8752142801280035]"
11,"[0.0010214528431143242, 7.379162148281739e-7, 0.0012815096111380754, 0.0774773238982936, 0.9202189757312406]"
12,"[0.00037153640184263187, 1.5814598973859479e-13, 0.000494913490515611, 0.6253115468289698, 0.3738220032785138]"
13,"[0.006026572198129314, 1.401930047979805e-10, 0.0006342795550274598, 0.9581843580781578, 0.035154790028491895]"
